GENE 1	GENE 1 ID	GENE 2	GENE 2 ID	Untreated (Sscore)	MMS (Sscore) 	log10(conditional pvalue) 
RAD51	856831	SSK22	850436	0.019636	2.074828	3.134
YPS1	850811	INO2	851701	1.943121	0.529579	3.1272
BAS1	853974	SLT2	856425	0.882461	0.926965	3.1262
TPK1	853275	ASF1	853327	2.297484	0.456607	3.1245
VPS71	854966	FAR10	850939	1.009281	0.847762	3.1206
UPC2	851799	TEC1	852377	0.512354	1.357052	3.117
ECM22	850928	CHA4	850787	0.003331	2.084012	3.1159
RPD3	855386	CMP2	854946	3.849231	0.074186	3.1147
CLA4	855418	CTF8	856598	6.617923	2.028358	3.1138
CTK2	853450	SKN7	856613	0.956747	0.871006	3.1092
BUB1	853100	PPH22	851339	5.510766	0.92624	3.108
HIR3	853605	DCC1	850344	2.836593	0.420876	3.1079
SKM1	854036	RAD51	856831	0.096412	1.902673	3.1067
NDT80	856524	RIM101	856358	0.442594	1.422491	3.1047
CLN1	855239	YCR079W		0.449445	2.527857	3.0932
BUB1	853100	PLM2	852112	3.406074	0.055412	3.093
CLA4	855418	CTK3	854928	1.821103	0.581038	3.0889
HCM1	850429	SWC5	852532	5.593704	1.026959	3.0876
YER130C		KIN1	851700	0.378255	1.480302	3.0863
SIW14	855699	TOR1	853529	0.421626	1.434865	3.0805
CLB5	856237	CTF8	856598	5.16534	0.89081	3.064
SSN3	856065	ASK10	852989	0.677801	1.109945	3.0628
DMA2	855607	MMS22	851030	1.300941	0.734402	3.0589
KIN2	850785	MET32	851840	0.590949	1.257076	3.0567
ACE2	850822	SER2	853122	0.444067	1.402919	3.0538
BCK1	853350	SKN7	856613	12.043933	6.54199	3.0526
YKL171W		DAL81	854841	0.322063	1.656189	3.0519
SKN7	856613	PTC2	856823	1.585067	0.636669	3.041
SIN3	854158	CLB3	851400	5.669584	1.144286	3.0402
CLB4	850907	KCS1	851580	2.070514	0.4449	3.0365
XBP1	854706	NUT1	852726	0.720215	1.05801	3.0352
TOS8	852783	RTG3	852171	0.246572	1.723083	3.0295
LCB5	850964	PPH3	851647	0.142645	2.194955	3.0276
HTZ1	854150	YDR049W		0.551893	1.284595	3.0244
RAD5	850719	PTC1	851558	1.260038	0.761605	3.0241
SET2	853271	YBR028C		0.616199	1.156029	3.0179
SMK1	856167	MET18	854678	0.940539	0.855186	3.0173
MSG5	855674	SAT4	850366	0.560143	2.606957	3.0139
CLA4	855418	RCS1		3.199554	0.042922	3.0116
CHA4	850787	TOS8	852783	0.007685	1.954638	3.0104
FAR10	850939	SWI4	856847	0.874534	0.894373	3.0083
CLN1	855239	RPH1	856916	4.347144	0.491466	3.0055
RAD51	856831	SUM1	851905	0.367408	1.462155	3.0051
RIM101	856358	BUB1	853100	0.521347	2.563161	3.0014
RCS1		PTC2	856823	0.183541	1.773306	2.9962
RAD52	854976	MEC1	852433	0.135458	1.820304	2.9934
CNA1	851153	PTC1	851558	0.126253	1.828421	2.9905
SSN3	856065	SAT4	850366	2.700059	0.314826	2.988
SLX8	856852	MAL33	852600	1.658278	0.53927	2.9851
GCR2	855522	YBR239C		0.776074	0.98417	2.9834
CNA1	851153	CLN3	851191	0.444317	1.376744	2.9815
TOS3	852696	RCS1		0.743462	1.015957	2.981
RDR1	854562	ARG81	854874	0.451364	1.36838	2.9778
GCR2	855522	WAR1	854899	0.87157	0.886401	2.9769
HAP2	852614	PTC1	851558	1.452451	0.631123	2.9682
LEU3	851172	RCS1		3.692691	0.024551	2.9667
RAD5	850719	SWI4	856847	0.735357	1.017294	2.9617
CTK3	854928	MIG1	852848	1.413311	0.6647	2.9549
CTK3	854928	ELM1	853818	8.901399	3.505661	2.9535
SKY1	855256	RSC2	851071	0.535083	1.274827	2.9507
YER184C		AKL1	852351	0.856096	0.892422	2.9499
PRK1	854713	CMK1	850568	0.0114	1.926811	2.9481
SKM1	854036	YDR049W		0.64357	1.102323	2.9424
MIG1	852848	CAD1	852033	0.506932	1.299317	2.9406
PHO23	855626	SWC5	852532	9.770065	4.38972	2.9393
ELM1	853818	CYC8	852410	0.459968	1.345747	2.9391
CUP9	855926	RCS1		3.682296	0.035891	2.937
RAD17	854550	YCK3	856860	0.251749	1.68093	2.9339
TOR1	853529	DMA1	856515	0.420394	1.383201	2.9333
SET2	853271	UPC2	851799	0.125884	2.139743	2.9323
IRE1	856478	NRG1	851613	0.061803	2.074178	2.9286
YHP1	852062	KIN3	851273	0.8506	0.769175	2.9195
PSK2	854111	SWR1	851934	0.237039	1.689643	2.9185
DAL82	855402	SLT2	856425	2.006054	0.449923	2.9161
RLM1	856016	PTC4	852422	0.483855	1.313276	2.9156
CLN2	855819	RTG1	854087	0.171217	1.754204	2.9153
MSN2	855053	MBP1	851503	0.332876	1.561558	2.9153
ATG1	852695	SPT2	856908	0.512649	1.283478	2.9128
MET28	854834	YGL059W		0.572002	1.163015	2.9115
CMP2	854946	RAD52	854976	0.738498	0.996084	2.9103
RAD52	854976	SWI4	856847	1.430753	0.628579	2.9101
HAL9	854064	CAT8	855323	0.829387	0.904022	2.9069
YMR1	853574	STB5	856583	0.80996	0.923336	2.9066
CKA2	854227	SOK2	855030	2.193192	0.369783	2.906
YNL217W	855504	FKH1	854675	0.347366	1.446176	2.9058
STB4	855033	YIL042C		0.860986	0.869628	2.899
YMR1	853574	CBF1	853523	2.020601	0.426574	2.8985
HTZ1	854150	RAD52	854976	0.072576	1.846063	2.898
RAD51	856831	TEL1	852190	0.07615	1.84226	2.8974
STP1	852074	RPN4	851542	0.338647	1.450866	2.8947
RTT109	850658	SCY1	852797	0.1799	1.737169	2.894
BCK1	853350	PKH1	852101	0.691514	2.688909	2.8919
CLB5	856237	NUT1	852726	2.559934	0.394205	2.887
CKA2	854227	LCB5	850964	0.732184	0.994049	2.8867
RCS1		AKL1	852351	0.691757	1.034053	2.8855
HAL9	854064	NRG1	851613	0.832894	0.775491	2.885
YCR095C		RXT2	852392	0.320723	1.46508	2.8846
WAR1	854899	EAP1	853631	0.435084	1.350335	2.8836
PHO80	854161	KIN2	850785	0.717454	1.006617	2.8806
RAD52	854976	PPZ2	852046	1.891423	0.463535	2.8793
OCA1	855624	RCK2	850950	0.354346	1.428332	2.8761
MGA2	854851	OPI1	856366	1.35345	0.691385	2.8757
RAD52	854976	GPT2	853941	0.09962	1.809726	2.8743
EAP1	853631	CTF8	856598	3.17364	0.021062	2.8719
RAD52	854976	RAD5	850719	0.048694	1.85726	2.8657
HTZ1	854150	IME1	853556	3.177893	0.029613	2.8653
SUM1	851905	AKL1	852351	0.506349	1.271647	2.8634
RTT109	850658	PTC2	856823	0.249926	2.234316	2.8603
RPD3	855386	YPS1	850811	5.925235	1.564351	2.8558
PPZ2	852046	DCC1	850344	0.695652	1.019555	2.8557
PPH3	851647	SSK22	850436	0.12928	1.771206	2.8519
PHD1	853823	HAL5	853274	0.072663	2.053585	2.8518
CTF8	856598	UME6	851788	0.650282	2.630525	2.8502
GAT3	850700	STP1	852074	0.2537	1.645902	2.8497
OPI1	856366	RAD51	856831	0.242897	1.656373	2.8488
HIR3	853605	DOT6	856822	1.291866	0.659099	2.8476
STP2	856397	MIG1	852848	0.164557	1.733892	2.8468
RAD52	854976	YBL054W		0.996428	0.781693	2.8426
PRR1	853744	PTC1	851558	5.054473	0.967914	2.8398
RCK2	850950	SPT2	856908	0.372715	1.395602	2.8372
GCR2	855522	PTC2	856823	0.332419	1.531472	2.8365
MMS22	851030	OTU1	850500	0.576562	2.550738	2.8355
RTT109	850658	MSN4	853803	0.191047	2.16431	2.8333
CBF1	853523	SKN7	856613	0.727006	0.979139	2.8303
CTF18	855102	HSL1	853760	6.397578	2.064593	2.8252
YRR1	854333	CTK3	854928	0.397954	1.364674	2.8219
HOT1	855208	REI1	852569	4.171473	0.457378	2.8216
RAD17	854550	YDR266C		0.084177	2.051943	2.82
CUP9	855926	ASH1	853650	0.788416	0.912961	2.817
MSG5	855674	UME6	851788	0.496335	1.264029	2.8158
STB6	853790	GLO3	856859	0.321476	1.43756	2.8122
RTT101	853400	PPH3	851647	1.626303	0.494147	2.8106
CLN2	855819	SWR1	851934	0.630951	1.067084	2.8077
ATG1	852695	REI1	852569	1.622657	0.496067	2.8068
NDT80	856524	SWR1	851934	0.304249	1.451856	2.8043
HRK1	854441	TPK3	853688	3.782057	0.239567	2.7974
YNR063W	855800	CBF1	853523	1.9943	0.401268	2.7963
KIN2	850785	YER184C		0.555065	1.197898	2.7959
RAD53	855950	RAD51	856831	0.525499	2.48246	2.7941
CLN1	855239	PTC4	852422	0.639179	1.053508	2.7929
CLA4	855418	ASF1	853327	4.878587	0.833527	2.7914
SWR1	851934	UPC2	851799	0.015803	1.860587	2.7913
YNR063W	855800	STB4	855033	0.936783	0.80122	2.7901
HRK1	854441	GAL80	854954	0.064909	2.018091	2.785
ELM1	853818	RCS1		1.804782	0.502615	2.7821
PHO23	855626	VPS71	854966	15.922125	10.71867	2.7783
MRE11	855264	PPH3	851647	1.990435	0.395774	2.7779
SKS1	856081	MIG1	852848	0.815399	0.871385	2.7765
YRR1	854333	CBF1	853523	0.489738	1.255736	2.7759
SSN8	855706	MOT2	856799	0.308084	2.257022	2.7748
MSG5	855674	STB5	856583	0.808069	0.762481	2.7717
SAT4	850366	YBR239C		0.727452	0.957331	2.771
YPS1	850811	DCC1	850344	0.520231	2.467457	2.7707
CKA1	854776	DCC1	850344	0.185697	1.681955	2.7695
CLN1	855239	SIP4	853356	0.402628	2.348703	2.768
PHD1	853823	RIM101	856358	0.056748	1.922414	2.7646
CLN2	855819	KIN82	850453	0.668982	1.013483	2.7646
RAD51	856831	UME6	851788	0.610886	2.555124	2.7636
ACE2	850822	RCS1		4.202944	0.537094	2.7603
YPL230W		CKA2	854227	0.986757	0.759641	2.7579
RAD52	854976	UME6	851788	1.262435	3.744297	2.7563
EAF3	856134	CTK2	853450	0.451685	1.28581	2.7546
TEA1	854515	CTK1	853718	0.898595	0.799487	2.7459
TPK3	853688	SER2	853122	0.794923	0.766162	2.7437
RCS1		GCN2	851877	1.970971	0.396626	2.7417
SMK1	856167	MRE11	855264	0.793557	0.766128	2.7396
BUB1	853100	PRR2	851312	5.646088	1.392205	2.7391
CHA4	850787	TOR1	853529	0.30069	1.522571	2.7334
LEU3	851172	PTK1	853635	0.786768	0.77078	2.7333
DMA2	855607	RIM101	856358	4.014989	0.371357	2.7323
SFL1	854307	VPS71	854966	0.812544	0.858158	2.7323
KIN2	850785	PKH3	852077	0.890907	0.802097	2.7322
ELP3	856019	CBF1	853523	5.583352	1.336283	2.7317
STB5	856583	PPH3	851647	0.043721	1.974497	2.7316
RDR1	854562	FKH2	855656	0.343801	1.38435	2.7298
MBF1	854474	HAL5	853274	1.214593	0.68677	2.7271
SDP1	854693	DCC1	850344	0.612598	1.05589	2.7262
PHD1	853823	OPI1	856366	1.222578	0.678227	2.7257
CLN1	855239	PRR1	853744	3.730621	0.242807	2.7253
CMK1	850568	NRG1	851613	2.417109	0.38423	2.7241
INO4	854042	BCK1	853350	0.417093	1.307972	2.7216
MMS22	851030	YGL059W		0.226578	1.621467	2.7209
CNA1	851153	RAD51	856831	0.535213	1.128893	2.7142
SSN3	856065	ASF1	853327	0.547965	1.115664	2.7129
CNA1	851153	PDR3	852278	0.588057	1.075211	2.7119
RSF2	853592	RXT2	852392	1.116597	0.777656	2.71
SSN3	856065	WTM1	854405	0.703201	0.957193	2.7041
MGA2	854851	HAP2	852614	0.787302	0.871875	2.7007
VHS1	851834	UPC2	851799	1.568964	0.500886	2.699
RCS1		PKH1	852101	0.896262	0.783333	2.696
SIN3	854158	VPS71	854966	6.415021	2.201545	2.6956
STB4	855033	PRR2	851312	1.320005	0.647389	2.6951
YPR196W	856326	NUT1	852726	0.96883	0.751762	2.6899
CTF18	855102	FKH1	854675	1.349224	0.615735	2.6895
CBF1	853523	ADA2	852059	3.067041	0.036937	2.687
ADA2	852059	DCC1	850344	1.977718	0.360453	2.6848
RAD17	854550	SWI4	856847	0.838696	3.281258	2.6835
IRE1	856478	NUT1	852726	0.731328	0.921147	2.6825
VPS71	854966	UPC2	851799	0.066936	1.898829	2.6812
BAS1	853974	IRE1	856478	0.106964	1.724585	2.6804
OCA1	855624	RXT2	852392	0.599057	1.052477	2.68
MMS22	851030	YDR266C		0.416377	1.291168	2.6755
LCB4	854342	ECM22	850928	0.069683	1.898981	2.6749
TOR1	853529	PTC1	851558	3.322553	0.248876	2.6743
CTK3	854928	SWC5	852532	6.97761	1.894958	2.6711
MSS11	855200	PTC1	851558	1.98087	0.34964	2.6701
YOX1	854981	PTC1	851558	1.425448	0.530783	2.6695
PHO80	854161	STP1	852074	0.182879	1.643936	2.6688
YPS1	850811	SLT2	856425	0.67722	0.968294	2.6636
UME6	851788	RPN4	851542	7.983487	2.913125	2.6603
SWE1	853252	NRG1	851613	0.520708	1.12244	2.6572
SNT2	852746	UME6	851788	1.717704	4.14499	2.6555
CTK3	854928	PDR3	852278	0.712061	0.929325	2.6525
RCS1		KCC4	850334	0.694439	0.94615	2.6503
GAL80	854954	YAK1	853300	0.926081	0.758886	2.6489
GAT3	850700	PRR1	853744	0.78089	0.74736	2.6478
GCR2	855522	CKA1	854776	0.736698	0.902276	2.646
MSS11	855200	SLT2	856425	0.058806	1.875781	2.6448
FKH1	854675	RCS1		1.910247	0.405916	2.6427
TOS4	850880	RAD51	856831	0.267623	1.548309	2.6423
CLA4	855418	RAD51	856831	2.686464	0.270977	2.641
SKM1	854036	HAP2	852614	0.638693	0.997832	2.6394
ARG81	854874	GCN2	851877	0.440557	1.252246	2.637
MIH1	855052	CBF1	853523	0.004848	1.807372	2.6333
PKH1	852101	YDR266C		0.74936	0.884449	2.6321
GCR2	855522	CNA1	851153	1.33911	0.599582	2.6297
SSN3	856065	HIR1	852275	1.544556	0.493357	2.6297
PPH3	851647	MEC1	852433	0.786042	0.735113	2.6273
RAD52	854976	KCS1	851580	9.368573	4.338519	2.6251
RAD53	855950	RAD52	854976	0.030022	1.778708	2.6248
RAD5	850719	PPZ2	852046	1.479289	0.556274	2.6247
HIR3	853605	CTK2	853450	1.904281	0.401722	2.6234
PPH3	851647	DCC1	850344	0.774978	0.854634	2.6208
YNL217W	855504	HIR3	853605	0.698387	0.929918	2.6173
RSC2	851071	PTP1	851368	0.096361	1.901884	2.6171
RAD17	854550	HSL1	853760	0.57046	2.452185	2.6165
SKO1	855554	ATG1	852695	0.500649	1.183942	2.6157
RGT1	853828	RPH1	856916	0.698502	0.928672	2.6142
ISR1	856221	YNR047W		0.290135	1.393854	2.6141
CKI1	850824	RXT2	852392	0.521231	1.105826	2.6139
YNL217W	855504	CLN1	855239	2.951265	0.028973	2.6135
MMS22	851030	PDR1	852871	0.070336	1.733403	2.6127
YCK2	855568	SWR1	851934	0.767692	0.748172	2.6121
CTF8	856598	UPC2	851799	0.305758	1.466559	2.6069
SKM1	854036	MMS22	851030	1.075298	0.775514	2.6069
LCB5	850964	SWR1	851934	0.284603	1.395941	2.6052
ASH1	853650	UME6	851788	0.793005	0.82989	2.6028
RCK2	850950	PTC1	851558	0.481011	1.197381	2.5997
VPS71	854966	RXT2	852392	15.506271	10.506002	2.5992
CTK3	854928	RSC1	852947	6.019369	1.897723	2.5982
PUT3	853854	TEL1	852190	0.155212	1.641709	2.5963
PPQ1	855923	MKK1	854406	0.807884	0.811604	2.5937
CUP9	855926	STB6	853790	0.800069	0.819361	2.5935
YDR026C		DUN1	851457	0.732109	0.886907	2.5924
RIM101	856358	NRG1	851613	8.078682	3.088612	2.5903
ISR1	856221	SLX8	856852	0.702578	0.915196	2.5891
OTU1	850500	SAT4	850366	1.38788	0.531171	2.5854
RCK2	850950	YDL025C		0.316092	1.356003	2.5834
MBP1	851503	PHO3	852389	0.799315	0.815636	2.5816
PTK2	853522	RSC1	852947	0.35905	2.225487	2.5812
CLN2	855819	RAD17	854550	0.037168	1.753077	2.5802
YDL025C		FUS3	852265	1.404086	0.51253	2.5799
CMK1	850568	YCR095C		0.513394	1.100854	2.5797
STP2	856397	OTU1	850500	0.76311	0.851082	2.5796
STB6	853790	SWC5	852532	0.673395	0.939625	2.5764
PPG1	855766	RCS1		0.406706	1.262202	2.5752
EAP1	853631	STB5	856583	0.505258	1.107115	2.5747
GAL80	854954	SIP4	853356	0.880411	0.752833	2.5729
CTF18	855102	VPS71	854966	2.157298	0.296515	2.5728
ACE2	850822	PHD1	853823	0.671295	0.940269	2.5726
PIP2	854545	CLN1	855239	1.569299	0.441835	2.5723
PSY3	851091	RAD51	856831	0.288209	2.149404	2.5691
RAD52	854976	RDS1	850470	0.585772	2.44588	2.5666
MSG5	855674	MET18	854678	0.112745	1.671638	2.5662
SSN8	855706	MAL33	852600	0.092626	1.691612	2.5658
CLN1	855239	YAK1	853300	0.756734	0.85226	2.5657
KIN2	850785	KIN3	851273	0.534876	1.073906	2.5652
GAL80	854954	SKN7	856613	1.748221	0.449386	2.5643
YNL217W	855504	IME2	853338	0.508358	1.125159	2.5598
KSS1	852931	FUS3	852265	5.860521	1.776157	2.5591
RGT1	853828	NUT1	852726	1.088361	0.741854	2.5588
ROX1	856178	CLN1	855239	2.782802	0.159881	2.5588
ACE2	850822	YER184C		0.652958	0.953314	2.5585
RLM1	856016	YVH1	854844	0.091584	1.689592	2.5585
UPC2	851799	KCS1	851580	4.073559	0.571827	2.5568
CKA1	854776	PTC1	851558	3.886996	0.387025	2.5547
CMK1	850568	YDR266C		0.128902	1.983454	2.5539
DAL81	854841	PTC1	851558	0.510827	1.148394	2.5504
ELP3	856019	CLB4	850907	6.914862	1.973306	2.5485
RIM11	855170	BAS1	853974	0.747272	0.746064	2.5477
WTM2	854404	OPI1	856366	0.902269	0.743091	2.5459
SKN7	856613	BUB1	853100	0.464942	2.314913	2.5434
CTK2	853450	MIG2	852663	0.756692	0.843096	2.5414
PTC2	856823	NRG2	852358	0.506762	1.119252	2.5403
TPK1	853275	RCK1	852719	0.748736	0.850503	2.5399
ASF1	853327	SWR1	851934	0.797419	0.800589	2.5367
MSN2	855053	GCN2	851877	0.302606	2.149592	2.5365
PTK2	853522	MAL13	853205	0.502547	1.094974	2.5354
SLX8	856852	PTC1	851558	4.563731	0.75005	2.5297
HIR2	854203	HTZ1	854150	2.445632	0.284326	2.5296
MMS22	851030	CBF1	853523	0.918359	3.274926	2.5278
RIM15	850511	YDR266C		0.492279	1.102376	2.5278
KIN2	850785	KCC4	850334	0.335287	1.314862	2.5272
CTF8	856598	PTC2	856823	0.329557	1.320229	2.5263
PPH22	851339	RPN4	851542	0.250646	1.398259	2.5241
HAL5	853274	YCK1	856537	0.409773	1.238892	2.5235
HMS1	854197	RAD52	854976	0.269672	1.378311	2.5217
YAP3	856377	HAC1	850513	0.433939	1.213291	2.5198
RAD17	854550	HIR1	852275	1.106299	3.458092	2.5193
RAD51	856831	PPZ2	852046	1.273275	0.615747	2.5184
UME1	855964	JHD1	856777	0.714163	0.875844	2.5156
NUT1	852726	HIR1	852275	0.737942	0.851879	2.5151
YOX1	854981	RPN4	851542	0.581491	1.008037	2.5143
YAP6	851846	KIN1	851700	0.276553	1.457023	2.5128
SKM1	854036	GCR2	855522	0.148137	1.98445	2.5122
MRE11	855264	CTK2	853450	1.536655	0.445971	2.512
SKN7	856613	SWI4	856847	8.429811	3.531319	2.5117
TWF1	852971	HAC1	850513	0.506201	1.081864	2.5105
RSC2	851071	SAT4	850366	0.677249	0.910797	2.5104
MIG2	852663	DCC1	850344	0.463436	1.179932	2.51
YAP6	851846	UME6	851788	2.96279	0.054451	2.5094
MKK2	855963	KIN2	850785	0.089878	1.669271	2.5061
NUP133	853957	RSF2	853592	4.013452	0.555153	2.5043
MET18	854678	OAF1	851247	0.755965	0.829489	2.5036
ADA2	852059	RXT2	852392	4.867647	1.079217	2.502
VPS71	854966	CBF1	853523	9.42608	4.539847	2.5013
IRE1	856478	YAP6	851846	0.084247	1.671605	2.4983
HTZ1	854150	DCC1	850344	0.045399	1.800877	2.4974
LCB5	850964	TEL1	852190	0.121521	1.633529	2.4964
RPN4	851542	PTC4	852422	0.519005	1.063683	2.4964
RAD5	850719	ASK10	852989	0.771534	0.703322	2.4955
RAD52	854976	PKH1	852101	0.662925	0.919228	2.495
SLT2	856425	RRI1	851310	0.62097	0.961022	2.4946
INO4	854042	SNF1	852088	1.45257	0.520718	2.4924
STB1	855407	SWI6	850879	0.741651	0.731722	2.4914
PTK2	853522	GLN3	856763	0.582071	0.997914	2.4893
CNA1	851153	CTK2	853450	3.001055	0.107048	2.4889
ATG1	852695	UPC2	851799	0.581951	0.997562	2.4881
MGA2	854851	UME6	851788	0.77356	0.698485	2.4876
YNL056W		RXT2	852392	0.427284	1.206179	2.4849
CLB5	856237	MRE11	855264	0.847483	0.750524	2.4813
OPI1	856366	SWC5	852532	6.231578	2.22542	2.4782
TPK1	853275	MGA2	854851	1.479446	0.486399	2.4768
CBF1	853523	CTF8	856598	0.613533	2.43416	2.4767
IRE1	856478	REI1	852569	4.526916	0.762664	2.4755
CUP9	855926	YBR239C		0.459595	1.169911	2.475
DAT1	854927	FUS3	852265	0.590305	0.983845	2.4741
ECM22	850928	UPC2	851799	8.936118	4.082062	2.474
PTK2	853522	PPH22	851339	1.129674	0.66339	2.473
YPL150W	855953	YDR067C		0.542	1.029751	2.4678
CTF18	855102	NDT80	856524	0.390258	1.236242	2.4674
YNR047W		HCM1	850429	1.294449	0.569918	2.4641
MEK1	854533	CTK3	854928	0.415325	1.208777	2.4614
INO4	854042	IRE1	856478	4.357285	0.60628	2.4611
CTF18	855102	HIR3	853605	1.071265	0.716483	2.4609
RPD3	855386	IRE1	856478	0.450443	1.172355	2.4581
BAS1	853974	CTK1	853718	0.885072	3.200845	2.4556
MSN2	855053	STP2	856397	0.530185	1.03552	2.4521
ARG80	855059	SNT2	852746	0.69546	0.869922	2.4513
PPT1	853023	RCS1		0.482517	1.082122	2.4493
RCS1		YDR049W		2.330634	0.296992	2.4485
MRE11	855264	PPZ2	852046	2.338322	0.288587	2.4474
MAC1	855035	PTC1	851558	1.267771	0.587848	2.445
TOS8	852783	GCN2	851877	0.888441	0.717048	2.4443
PTC2	856823	SWR1	851934	0.55311	1.009348	2.4437
FKH2	855656	RAD52	854976	1.662417	0.425651	2.442
RAD18	850430	RXT2	852392	0.74449	0.711142	2.4418
GAL80	854954	RSF2	853592	1.660833	0.426745	2.441
SFL1	854307	CTK3	854928	0.900046	0.703976	2.4406
TOS3	852696	NHP10	851562	1.731288	0.401336	2.4396
YNR047W		TPK1	853275	0.234997	1.466741	2.4367
ELM1	853818	PDR1	852871	1.027346	0.749488	2.4361
HRK1	854441	FZF1	852638	0.590434	0.968924	2.4357
PPQ1	855923	CHA4	850787	1.777098	0.352731	2.4343
YML081W		YLR278C	850984	0.480001	1.104764	2.4342
DBF20	856227	MMS22	851030	0.041027	1.687088	2.4332
SSN3	856065	PTC1	851558	2.183995	0.187811	2.4316
KKQ8	853686	TOS8	852783	1.139367	0.635125	2.4307
BAS1	853974	MDS3	852678	0.34056	1.271212	2.4305
PTC1	851558	MEC1	852433	0.168133	1.558772	2.4304
RAD52	854976	PSY3	851091	0.019237	1.744927	2.4276
YER184C		PPH3	851647	0.481004	1.129615	2.4276
SSN3	856065	OPI1	856366	0.515543	1.039809	2.4253
CLB1	853002	RAD51	856831	0.266844	2.064482	2.4251
HDA1	855710	RAD52	854976	3.266082	0.368679	2.4241
YLR278C	850984	PRR1	853744	0.500785	1.053548	2.4227
STP1	852074	RXT2	852392	1.368646	0.475625	2.4203
PHO2	851452	YBR239C		1.026656	0.742235	2.4181
RPD3	855386	PHO4	850594	4.114241	0.728423	2.4179
YLR278C	850984	UPC2	851799	0.432086	2.226396	2.4177
SKN7	856613	IRE1	856478	0.275106	1.330243	2.4145
NUP133	853957	PTC1	851558	2.156064	0.20531	2.4139
YAP1	855005	CHA4	850787	11.265377	6.489132	2.4087
SKM1	854036	RAD5	850719	1.075592	0.688198	2.4065
PPT1	853023	YDL025C		0.762105	0.680422	2.4056
YAP1	855005	SLT2	856425	1.343587	0.493791	2.4053
RGT1	853828	YDL025C		0.308358	1.292443	2.4032
LCB5	850964	DOT6	856822	0.372008	2.159751	2.4031
RAD5	850719	SKN7	856613	1.480114	0.447671	2.3979
ACE2	850822	HSL1	853760	1.279473	3.561554	2.3968
LEU3	851172	SPT2	856908	0.672489	0.871569	2.3963
UPC2	851799	SAT4	850366	0.185264	1.526874	2.3962
NPR1	855538	NRG2	852358	0.824851	0.739678	2.3958
TWF1	852971	RCS1		0.687218	0.855471	2.3928
CLN2	855819	VPS71	854966	0.692956	0.848641	2.39
LEU3	851172	SIP4	853356	0.073156	1.636148	2.3896
HIR2	854203	IXR1	853836	0.291435	1.303507	2.3887
KIN2	850785	REI1	852569	4.455222	0.773251	2.3866
YNL056W		SWE1	853252	0.720114	0.715306	2.386
RPH1	856916	SWR1	851934	1.361193	0.467017	2.3855
YLR278C	850984	RCS1		2.04558	0.231624	2.3854
TOS4	850880	BCK1	853350	0.201112	1.505505	2.3834
RPD3	855386	OAF1	851247	4.647682	0.970253	2.3817
RDR1	854562	YDR049W		0.760878	0.776682	2.3796
SKO1	855554	KIN2	850785	0.889008	0.690277	2.3787
ARK1	855711	MET32	851840	0.580907	0.954929	2.3752
CTI6	855920	CMP2	854946	0.478668	1.057024	2.3749
IRE1	856478	NRG2	852358	0.158242	1.544421	2.3743
RIM101	856358	SPT2	856908	1.093972	0.654983	2.3732
PSK2	854111	CTF8	856598	0.197968	1.503319	2.3711
CIN5	854193	HTZ1	854150	3.064303	0.207931	2.3676
CTK3	854928	YDR026C		0.625427	0.907393	2.3675
RGT1	853828	RME1	852935	0.721352	0.810672	2.3655
PIP2	854545	PRR2	851312	0.517995	1.013792	2.3649
RTG1	854087	YDR026C		0.277137	1.307382	2.363
CNA1	851153	CTK1	853718	4.362337	0.703173	2.3622
YKL161C		MET32	851840	0.064822	1.632303	2.3616
ELM1	853818	PTC3	852224	0.091649	1.604629	2.3596
GLO3	856859	CLB3	851400	5.552023	1.663259	2.3593
CLN2	855819	CTK3	854928	0.712606	0.816712	2.3586
YGK3	853992	GAL80	854954	0.047167	1.742931	2.3584
YAP5	854835	KIN3	851273	0.150192	1.545221	2.3576
OPI1	856366	PTC1	851558	2.702297	0.098247	2.3573
PPQ1	855923	RAD52	854976	1.701399	0.386829	2.3562
MSN2	855053	KIN2	850785	0.925599	0.686993	2.3559
CTK1	853718	CYC8	852410	5.089804	1.207805	2.3525
CTK1	853718	PKH3	852077	1.003982	0.735457	2.3519
YPL236C		INO2	851701	1.085611	0.652652	2.3493
YDR266C		RPN4	851542	1.94807	0.209191	2.3487
PHD1	853823	DUN1	851457	0.096967	1.788265	2.3482
PPQ1	855923	DUN1	851457	0.878641	0.687682	2.3466
RTG1	854087	UPC2	851799	0.627993	0.894843	2.3422
FKH2	855656	YJL057C		1.730413	0.349578	2.3409
CTF18	855102	CTK3	854928	2.855465	0.066995	2.3406
RFX1	850873	PHO4	850594	0.285318	1.290043	2.3405
OPI1	856366	RTG3	852171	1.905327	0.247342	2.3405
ELM1	853818	TEL1	852190	0.683484	0.83852	2.3401
CLB5	856237	AKL1	852351	0.342665	2.101356	2.339
CTF8	856598	RAD9	851803	2.814734	0.028785	2.3371
ROX1	856178	GAT1	850523	1.129193	0.603304	2.3365
YNR063W	855800	RCK2	850950	0.668502	0.851888	2.336
CLB5	856237	SWR1	851934	0.371119	1.201808	2.3345
YGK3	853992	CUP2	852710	0.559634	0.959664	2.3332
ADA2	852059	RTG3	852171	7.113614	2.430244	2.3319
UPC2	851799	YBR028C		0.527953	0.989221	2.3278
YMR1	853574	YAK1	853300	0.668052	0.848151	2.3254
