GENE 1	GENE 1 ID	GENE 2	GENE 2 ID	Untreated (Sscore)	MMS (Sscore) 	log10(conditional pvalue) 
INO2	851701	YDR026C		0.14268	0.098348	0.029575
PPG1	855766	KNS1	850641	0.111651	0.067317	0.029576
RAD5	850719	IME1	853556	1.254834	1.203577	0.029585
CAT8	855323	RUB1	851717	0.204258	0.254793	0.02959
MSN4	853803	CKB1	852865	0.843986	0.794797	0.029593
PSK2	854111	GAT2	855167	0.731861	0.682651	0.029606
GAL4	855828	PPH21	851421	0.108841	0.159403	0.029606
FZF1	852638	YFL052W		0.18756	0.143177	0.02961
TYE7	854525	SSK22	850436	0.511498	0.465556	0.029615
SIN3	854158	ARO80	852031	0.032385	0.077397	0.029634
PPR1	850701	YHP1	852062	0.015056	0.056459	0.029636
PTC2	856823	ADR1	851802	0.27258	0.323207	0.029646
AZF1	854280	PHO4	850594	1.385915	1.467337	0.029654
CKA2	854227	STP2	856397	0.289299	0.33997	0.029672
VAC14	851102	PPT1	853023	0.254303	0.20976	0.02972
EAF7	855586	RME1	852935	0.648689	0.60007	0.029733
SMK1	856167	MIH1	855052	0.284359	0.335137	0.029737
MEK1	854533	CKB2	854204	0.363981	0.317845	0.029744
YPL236C		RIM15	850511	0.286835	0.337626	0.029745
HMS1	854197	TOS3	852696	0.175104	0.225907	0.029752
TWF1	852971	HCM1	850429	0.202151	0.157517	0.029783
PHD1	853823	RDS1	850470	0.173795	0.224654	0.029786
TPK2	855898	STP1	852074	0.057149	0.012508	0.029788
GAL4	855828	SIP4	853356	0.568835	0.628539	0.029798
TYE7	854525	MET28	854834	0.245645	0.200982	0.029803
WTM2	854404	ARO80	852031	1.12292	1.071248	0.029832
ARR1	856329	YLR278C	850984	0.157922	0.20887	0.02984
GAL4	855828	CTK2	853450	0.753237	0.703617	0.029861
SIP3	855464	PRR1	853744	0.385477	0.438605	0.029862
SDP1	854693	CDC28	852457	0.181959	0.232955	0.029869
YPR152C		YKU70	855328	0.347963	0.401116	0.029876
YPL141C		YBR239C		0.027608	0.072982	0.02988
ARR1	856329	DIA3	851537	0.152601	0.107803	0.029896
GAT4	854830	RAD51	856831	0.580126	0.640027	0.0299
FKH2	855656	YDR266C		0.602993	0.662896	0.029901
TOR1	853529	GLN3	856763	0.4815	0.435106	0.029916
HAT1	856106	MOT2	856799	0.264179	0.315287	0.029936
ISR1	856221	YPL141C		0.23587	0.190944	0.029984
PDR1	852871	YAP6	851846	0.524881	0.581015	0.030021
SIP3	855464	VAC14	851102	0.145391	0.196641	0.030022
SUM1	851905	HAP3	852260	0.415033	0.368478	0.030023
OCA1	855624	WAR1	854899	0.118579	0.073572	0.03004
RAD5	850719	GCN2	851877	0.482276	0.435668	0.030059
PTP1	851368	KCC4	850334	0.128537	0.179848	0.030059
HMS2	853612	RAD9	851803	0.489916	0.443305	0.030061
AHC1	854188	CLB1	853002	0.562389	0.515754	0.030077
MMS1	856293	TPK1	853275	0.029777	0.075465	0.030094
HAP2	852614	TOS8	852783	0.32737	0.282267	0.030106
RAD17	854550	CMK2	854144	0.257769	0.30916	0.030108
YAP5	854835	HCM1	850429	0.364222	0.317531	0.030114
RIM101	856358	MBP1	851503	0.760984	0.82479	0.030116
HAT1	856106	MET32	851840	0.969873	0.919822	0.030129
DAL80	853904	RDS1	850470	0.511849	0.568229	0.030157
VPS71	854966	RAD9	851803	0.428255	0.381477	0.030172
SWE1	853252	CYC8	852410	0.233619	0.285127	0.030178
AFT2	855899	GPT2	853941	0.505596	0.458807	0.030179
ISR1	856221	YPR022C		0.437682	0.494117	0.030187
DAT1	854927	KCC4	850334	1.232232	1.315087	0.030194
GAL4	855828	DMA1	856515	0.679727	0.741556	0.030209
AZF1	854280	YAP1	855005	0.383634	0.437374	0.030217
HTZ1	854150	MGA1	853164	0.52833	0.48146	0.030233
KIN4	854408	NPR1	855538	0.22814	0.182827	0.030251
PKH1	852101	UBC13	851666	0.321878	0.276535	0.030272
CKB1	852865	SSK22	850436	0.37654	0.329598	0.030281
YNR063W	855800	MAC1	855035	0.455364	0.408422	0.030281
FAR10	850939	HCM1	850429	0.193567	0.148195	0.030292
DMA2	855607	NNF2	852980	0.691954	0.641615	0.030308
RTG2	852640	GTS1	852694	0.985883	1.062162	0.030319
YNL056W		TBS1	852447	0.190919	0.2427	0.030344
YPL141C		SMP1	852480	0.781887	0.731426	0.030384
FZF1	852638	KIN3	851273	0.000713	0.043151	0.030402
PDR1	852871	RUB1	851717	0.258702	0.213143	0.030421
DBF20	856227	THI2	852542	0.610137	0.560427	0.030423
NRG1	851613	PTC4	852422	0.876102	0.825561	0.030434
RIM11	855170	PHO4	850594	0.694428	0.643883	0.030436
CTF8	856598	DIA3	851537	0.656832	0.606281	0.03044
PSY3	851091	GPT2	853941	0.227977	0.182381	0.030446
DAT1	854927	YJL057C		0.951225	0.900647	0.030457
CMK1	850568	NHP10	851562	0.488618	0.545568	0.030472
UME1	855964	PPZ1	854992	0.942828	0.892215	0.030479
CMP2	854946	CNA1	851153	1.021477	1.098172	0.030489
MEK1	854533	RPN4	851542	1.240788	1.187994	0.030501
HAA1	856117	TOS3	852696	0.208011	0.260082	0.030519
MSN1	854033	FKH2	855656	0.300187	0.35451	0.030556
HMS1	854197	SWI4	856847	1.727474	1.674579	0.030562
CLA4	855418	PSY4	852234	0.424059	0.376637	0.030601
CIN5	854193	RIM15	850511	0.549506	0.607487	0.030606
RPH1	856916	ACA1	856769	0.317142	0.371553	0.030607
HAT1	856106	RDR1	854562	0.495579	0.448146	0.030609
AZF1	854280	SSN8	855706	0.673992	0.623155	0.030618
YAP6	851846	KCC4	850334	0.0261	0.01979	0.030649
AZF1	854280	BDF1	851115	0.069713	0.116886	0.030667
MSN2	855053	CLB3	851400	0.048284	0.002346	0.030682
YML081W		MET18	854678	0.03452	0.081098	0.0307
PHO5	852390	FUS3	852265	0.313331	0.36793	0.030716
HMS1	854197	ACA1	856769	0.567626	0.629158	0.030741
SMK1	856167	SET1	856519	0.372626	0.427278	0.030747
STB1	855407	ARG82	851753	0.293564	0.247529	0.030749
WTM1	854405	HOT1	855208	0.128501	0.181046	0.030807
YKL171W		TOR1	853529	0.207361	0.259946	0.030831
MKK2	855963	MRC1	850297	0.33809	0.291152	0.030842
CIN5	854193	MEC1	852433	0.199431	0.153249	0.030851
YNL217W	855504	VAC14	851102	0.757434	0.706217	0.030855
KIN1	851700	CYC8	852410	0.264428	0.317079	0.030871
RAD5	850719	MRK1	851480	0.257529	0.2113	0.030883
YNL056W		SWI6	850879	0.110801	0.064533	0.03091
PKH1	852101	KIN82	850453	1.055116	1.001562	0.030955
UME1	855964	CAD1	852033	0.153616	0.206412	0.030959
YML081W		YAP3	856377	0.101821	0.05548	0.03096
RCK1	852719	HIR1	852275	0.389814	0.341842	0.030968
CKB2	854204	TEL1	852190	0.260762	0.313593	0.03098
PSY2	855520	HMS2	853612	0.04658	0.000207	0.030983
YPR196W	856326	GAT1	850523	1.119895	1.199295	0.031001
YPL150W	855953	JHD1	856777	0.162001	0.214869	0.031002
STB2	855075	PRR1	853744	0.242323	0.295198	0.031007
STB1	855407	KSP1	856482	1.179483	1.263334	0.031013
RGT1	853828	CLB6	853003	0.255339	0.208908	0.031023
GZF3	853334	FZF1	852638	0.464067	0.522042	0.031039
PTP1	851368	THI2	852542	0.050319	0.003848	0.03105
WTM1	854405	PTK2	853522	0.427264	0.482439	0.031052
UME1	855964	MRC1	850297	0.15016	0.203139	0.03107
TPK2	855898	KIN1	851700	0.027715	0.074847	0.031077
CTF8	856598	SWI4	856847	1.136187	1.082392	0.031099
MDS3	852678	RIM15	850511	1.100852	1.047056	0.0311
DAL82	855402	KIN82	850453	0.122766	0.175801	0.031104
SKS1	856081	PPZ1	854992	0.206887	0.160327	0.031112
SCY1	852797	RDS1	850470	0.138444	0.191501	0.031117
ASF1	853327	MRK1	851480	0.021324	0.022083	0.031119
PSK2	854111	YJL057C		0.301844	0.357239	0.03118
SKM1	854036	INO2	851701	1.203903	1.288205	0.031185
RSC2	851071	YGR067C	852958	0.620925	0.684702	0.031194
KIN4	854408	DAL80	853904	0.241537	0.194846	0.031202
KKQ8	853686	PTP1	851368	0.041629	0.005069	0.031207
HRK1	854441	HAL9	854064	0.425	0.480442	0.031207
EAF3	856134	FZF1	852638	0.523486	0.475137	0.03122
NPR1	855538	YPK1	853733	0.900459	0.848655	0.03122
MGA1	853164	DUN1	851457	0.062317	0.015575	0.031238
FIG4	855392	HAP2	852614	0.30768	0.363177	0.031239
PHO4	850594	MET32	851840	1.164813	1.11075	0.03126
STB1	855407	RDS1	850470	0.568404	0.630951	0.031266
PTC5	854257	JHD1	856777	0.157857	0.211186	0.031282
DIA3	851537	HIR1	852275	0.379191	0.330742	0.031287
RLM1	856016	RDR1	854562	0.578114	0.529665	0.031287
ISR1	856221	YPL150W	855953	0.103848	0.056906	0.031376
YKL161C		STP1	852074	0.132099	0.1856	0.031386
RIM101	856358	HIR1	852275	1.334434	1.280133	0.031402
DAT1	854927	PKH1	852101	0.214961	0.268504	0.031412
ARK1	855711	PHO2	851452	0.065526	0.113819	0.03142
GAT4	854830	PRR2	851312	0.229027	0.282585	0.031421
HSL1	853760	PKH1	852101	0.112759	0.065747	0.031424
KIN4	854408	PHO5	852390	0.367647	0.318971	0.031438
STB6	853790	UME6	851788	0.095772	0.145415	0.031448
PPQ1	855923	YDR067C		1.176334	1.261383	0.031471
WAR1	854899	GLO3	856859	0.153588	0.106507	0.031472
DMA1	856515	TWF1	852971	0.291684	0.244601	0.031473
SNT2	852746	GIS1	851670	0.476098	0.42735	0.031487
SIN3	854158	MSN2	855053	0.241665	0.295346	0.031496
BYE1	853865	STP1	852074	0.435094	0.386302	0.031516
GAT1	850523	HEX3		0.504511	0.455696	0.031531
YKL171W		MSN4	853803	0.436257	0.495126	0.031534
CMP2	854946	MRC1	850297	0.893759	0.841434	0.031545
MKK2	855963	MIG2	852663	0.423708	0.479731	0.031545
ROX1	856178	HAP5	854540	0.38937	0.445395	0.031546
WAR1	854899	PRR2	851312	0.412791	0.468868	0.031577
PPQ1	855923	CYC8	852410	0.013695	0.030332	0.031579
HDA1	855710	PTP1	851368	0.605899	0.554287	0.031627
DAT1	854927	RDS1	850470	0.50878	0.567825	0.031631
CMK2	854144	STB4	855033	0.097422	0.05009	0.031646
HRK1	854441	STP2	856397	0.126768	0.079372	0.03169
CTI6	855920	SET3	853900	4.39608	4.542295	0.031704
RAD53	855950	YDR266C		0.426839	0.37776	0.031708
UME1	855964	YML081W		0.341052	0.397361	0.031712
TEP1	855595	CLB6	853003	1.323622	1.410513	0.031716
SWE1	853252	MRK1	851480	0.491419	0.442316	0.031724
PIP2	854545	DMA1	856515	0.646553	0.71138	0.031725
SKM1	854036	YPK2	855130	0.93078	1.003142	0.03178
ROX1	856178	SAE2	852700	1.823705	1.923124	0.031796
TEP1	855595	PLM2	852112	0.432152	0.491526	0.031814
PSK2	854111	YGR067C	852958	0.998004	1.077968	0.031834
PRR2	851312	PSK1	851216	0.216993	0.169371	0.031846
YPR022C		RME1	852935	0.252063	0.306325	0.031848
KIN4	854408	ACA1	856769	0.223024	0.175396	0.03185
HIR2	854203	MET32	851840	1.418853	1.506104	0.031852
RGT1	853828	PTC3	852224	0.146946	0.099307	0.031858
CMK2	854144	TEP1	855595	0.056461	0.008809	0.031867
RAD53	855950	ASH1	853650	0.779289	0.726423	0.031883
CIN5	854193	KIN1	851700	0.432473	0.489084	0.031888
ARG80	855059	HAL5	853274	0.104844	0.057158	0.03189
CIN5	854193	YAP7	854129	1.065636	1.147265	0.031902
PPR1	850701	EDS1	852321	0.335511	0.392158	0.031909
PML1	850703	RXT2	852392	0.115481	0.067759	0.031915
HAL5	853274	MGA1	853164	0.536436	0.595996	0.031917
ISR1	856221	PGD1	852860	0.292603	0.244876	0.031919
TEA1	854515	SET3	853900	0.11337	0.065642	0.03192
ASH1	853650	FMP48	852943	0.373012	0.32361	0.031924
PPQ1	855923	PDR3	852278	0.237651	0.292044	0.031928
YNR063W	855800	UBC13	851666	0.395334	0.345917	0.031934
GTS1	852694	YAP6	851846	0.240917	0.193166	0.031935
YAP7	854129	DAT1	854927	0.036106	0.084512	0.031947
SPS18	855517	NHP10	851562	0.069353	0.021544	0.031976
BAS1	853974	REI1	852569	0.803898	0.750859	0.031991
SKY1	855256	YPK2	855130	1.060794	1.142661	0.031998
YBR239C		TEC1	852377	0.606069	0.553867	0.032001
YPL141C		GTS1	852694	0.116028	0.170565	0.032015
GIS1	851670	NHP10	851562	0.185651	0.240189	0.032016
NPR1	855538	SOK2	855030	0.059023	0.011154	0.032017
WTM1	854405	BAS1	853974	0.040519	0.089037	0.032023
MOT2	856799	GAL3	851572	0.2484	0.200514	0.032029
CLB5	856237	YAP6	851846	0.105132	0.159701	0.032035
ARR1	856329	PRE9	853036	0.096381	0.146946	0.032052
YCK2	855568	RIM15	850511	0.481864	0.432269	0.032053
AHC1	854188	XBP1	854706	0.078193	0.030272	0.032053
NPR1	855538	SSK22	850436	0.811484	0.879266	0.032059
YPL150W	855953	DAT1	854927	0.085939	0.135826	0.032102
KSP1	856482	CKB1	852865	0.397575	0.347897	0.032108
YKL171W		PPH22	851339	0.162204	0.114193	0.032115
CAD1	852033	MAL33	852600	0.067663	0.019644	0.032121
LCB5	850964	CYC8	852410	0.211697	0.163646	0.032143
HAA1	856117	GLN3	856763	0.443348	0.503318	0.032144
CRZ1	855704	RCS1		0.432547	0.492519	0.032145
SMK1	856167	CAT8	855323	0.828002	0.774711	0.032148
YPL230W		CTK3	854928	0.228436	0.180375	0.03215
GAT3	850700	RPH1	856916	0.826962	0.894931	0.03215
YPL230W		MET28	854834	0.41234	0.362582	0.032162
CNA1	851153	CYC8	852410	0.125516	0.077429	0.032168
PTP2	854383	SWI5	851724	0.579323	0.529551	0.032171
MGA2	854851	FKH1	854675	0.103932	0.158798	0.032215
PKH3	852077	YBR239C		0.091268	0.142087	0.032219
YPL150W	855953	YFL052W		0.215934	0.167769	0.032222
STB4	855033	GAT4	854830	0.045585	0.095071	0.032223
PRR2	851312	MAL33	852600	0.398622	0.348753	0.032236
CTI6	855920	TPK1	853275	1.421126	1.365427	0.032239
WTM2	854404	PPS1	852579	0.021474	0.023459	0.032252
MSS11	855200	VHS1	851834	0.512155	0.46226	0.032254
PTP2	854383	HAP2	852614	0.194503	0.249449	0.032264
YDL025C		PTC3	852224	0.115223	0.066956	0.032293
GAL80	854954	PGD1	852860	0.219918	0.171646	0.032296
SNT2	852746	PKH1	852101	0.906625	0.98014	0.032304
BDF1	851115	TOR1	853529	0.099137	0.154166	0.032314
CLB4	850907	RAD5	850719	0.295736	0.353087	0.032319
YPR152C		SER2	853122	0.102355	0.157392	0.032319
INO2	851701	CLN3	851191	1.39225	1.336395	0.032332
AZF1	854280	VPS71	854966	0.376148	0.326135	0.032333
BAS1	853974	YGR067C	852958	0.162068	0.217242	0.032403
VPS75	855475	VHS1	851834	0.358369	0.415892	0.03242
YPR152C		MOT3	855092	0.421489	0.371325	0.032434
PHO23	855626	GZF3	853334	0.295041	0.350274	0.032439
SWI4	856847	PPS1	852579	0.126238	0.18148	0.032444
MSN2	855053	SWI4	856847	0.573336	0.638215	0.032473
TEP1	855595	KSP1	856482	0.184368	0.135821	0.032487
PSK2	854111	JHD1	856777	0.645934	0.592913	0.032521
YAP1	855005	FMP48	852943	0.477034	0.537772	0.032571
SDP1	854693	MOT2	856799	0.575593	0.525208	0.032582
RFX1	850873	DMA1	856515	0.182761	0.238248	0.032593
WTM1	854405	CBF1	853523	1.55991	1.503595	0.032608
CLN2	855819	PTK1	853635	1.238826	1.328079	0.032609
FMP48	852943	YDR049W		0.556033	0.621196	0.03262
YAP7	854129	RGM1	855220	0.122438	0.177974	0.032623
VAC14	851102	HIR3	853605	0.118919	0.070172	0.032625
VPS75	855475	DCC1	850344	0.793983	0.862927	0.032628
RAD52	854976	BYE1	853865	0.020534	0.069971	0.032652
KSP1	856482	SLX8	856852	0.626534	0.693219	0.032667
YAP1	855005	CKA1	854776	0.957608	1.031947	0.032679
CTF8	856598	CUP2	852710	1.312968	1.256535	0.032679
STB6	853790	YAP5	854835	0.836491	0.905555	0.032687
BDF1	851115	UGA3	851384	0.43241	0.381845	0.032702
ARG81	854874	VPS72	852096	0.147645	0.203376	0.032741
ROX1	856178	YGK3	853992	0.254535	0.205582	0.032768
HAT1	856106	BUB1	853100	0.334173	0.392297	0.032771
UME1	855964	SNT2	852746	0.486899	0.436219	0.032779
SWE1	853252	RUB1	851717	0.517916	0.467215	0.032793
MOT3	855092	CKA1	854776	0.092333	0.144028	0.032794
RTG2	852640	PPH22	851339	0.008817	0.036856	0.032802
YCR079W		MRC1	850297	0.260718	0.316562	0.03281
YCK1	856537	YDR067C		0.280076	0.231015	0.032843
YKR064W		RTT101	853400	0.552078	0.501293	0.03285
CLB1	853002	YGR067C	852958	1.641203	1.732648	0.032851
MEK1	854533	REI1	852569	0.457121	0.406332	0.032852
ROX1	856178	EAF3	856134	1.483827	1.573775	0.032872
GAT3	850700	PTK1	853635	1.165135	1.253839	0.032872
UME1	855964	SIP3	855464	0.423903	0.482212	0.032879
INO2	851701	YBR028C		0.591796	0.540955	0.032887
VAC14	851102	YKR064W		0.05959	0.010422	0.032917
RTG1	854087	MTH1	851870	1.06743	1.151571	0.032919
GPT2	853941	THI2	852542	0.167494	0.223521	0.032922
GTS1	852694	PPH21	851421	0.796891	0.74236	0.032923
YKL222C	853658	SPT23	853848	1.484768	1.574894	0.032939
YLR278C	850984	PTC3	852224	0.648461	0.59478	0.032941
ARK1	855711	ACE2	850822	0.437238	0.386315	0.032942
YAP7	854129	YMR291W		0.338312	0.396756	0.032958
MSG5	855674	KIN3	851273	1.509479	1.599665	0.032962
ARK1	855711	TBS1	852447	0.193699	0.144421	0.032994
RLM1	856016	HMS2	853612	0.276237	0.226951	0.032999
TOF1	855448	GAT3	850700	0.657977	0.725338	0.03301
IES3	850741	MIG3	856750	0.343274	0.29221	0.033037
CMK2	854144	NUT1	852726	0.155524	0.106158	0.033055
DMA1	856515	YBL054W		0.08643	0.037063	0.033055
IME1	853556	UME6	851788	0.639932	0.707387	0.033058
RCO1	855097	YIL042C		0.756851	0.702076	0.033076
FIG4	855392	SWE1	853252	0.113939	0.170233	0.033084
STB5	856583	PHO5	852390	0.129717	0.186019	0.033089
AZF1	854280	HIR3	853605	0.848352	0.921439	0.033093
ECM22	850928	ISW1	852547	0.303989	0.362664	0.033093
VPS75	855475	HOT1	855208	0.33041	0.389096	0.033099
TOF1	855448	SAT4	850366	0.37608	0.434766	0.033099
YKU70	855328	YPS1	850811	0.292669	0.243219	0.033113
RDS2	855970	SIP3	855464	0.775971	0.845916	0.033119
UME1	855964	MOT2	856799	1.153448	1.242837	0.033135
HMS2	853612	MIG3	856750	0.46333	0.412117	0.033136
CIN5	854193	PHO4	850594	0.15594	0.106453	0.033139
HAP2	852614	SWI5	851724	0.615463	0.561463	0.033144
YPL236C		PPZ1	854992	0.255612	0.312007	0.033146
RTG2	852640	SAK1	856866	1.381374	1.324152	0.033152
AZF1	854280	RTG3	852171	2.572233	2.69066	0.033176
YAP1	855005	IES3	850741	0.971334	1.054587	0.033191
MET18	854678	GAL3	851572	0.438299	0.387003	0.033192
CLN1	855239	MSS11	855200	1.479049	1.569943	0.03323
HST3	854190	PTP1	851368	0.064989	0.015352	0.033243
AFT2	855899	PDR1	852871	1.086245	1.028873	0.033243
EAF7	855586	HOT1	855208	0.586881	0.535485	0.033259
SIW14	855699	STB6	853790	0.02903	0.079355	0.033259
CMK2	854144	LCB5	850964	0.605676	0.551462	0.03328
DMA2	855607	YDR049W		0.30814	0.367137	0.033281
RAD9	851803	CLB3	851400	0.414938	0.473943	0.033285
RAD53	855950	MET28	854834	0.224082	0.28073	0.0333
IME1	853556	ARO80	852031	0.188898	0.245565	0.033311
SKM1	854036	MOT2	856799	0.400202	0.348728	0.033311
YNL217W	855504	RAD18	850430	0.178104	0.128347	0.033326
PPG1	855766	IME2	853338	0.004414	0.050812	0.033342
MEK1	854533	PHO4	850594	0.669788	0.614565	0.033356
RGM1	855220	CLB6	853003	1.012407	0.957167	0.033367
DAL82	855402	KCC4	850334	0.217064	0.167226	0.033382
HAT1	856106	FAB1	850574	1.449602	1.540942	0.033399
WWM1	850538	HIR1	852275	0.411354	0.470555	0.0334
RFX1	850873	CTF8	856598	2.599186	2.7184	0.033405
YPL141C		IXR1	853836	0.162319	0.21914	0.033405
YCK2	855568	VPS71	854966	0.215299	0.165416	0.033413
RIM15	850511	RAD9	851803	1.267871	1.21021	0.033416
CUP9	855926	STB1	855407	0.332181	0.281394	0.033463
YPL150W	855953	RTG3	852171	0.208474	0.265396	0.033467
CLB5	856237	MOT3	855092	1.319586	1.261836	0.03347
PTK1	853635	CAD1	852033	0.226427	0.28336	0.033473
RAD17	854550	DMA2	855607	0.025988	0.07664	0.033483
BCK1	853350	YAP6	851846	0.796446	0.740993	0.0335
SWE1	853252	EDS1	852321	0.214528	0.164511	0.033506
RSF2	853592	YGR067C	852958	0.105969	0.05595	0.033508
MSG5	855674	CDC28	852457	0.226942	0.176919	0.033511
TEA1	854515	YAP6	851846	0.829859	0.774387	0.033512
OCA1	855624	ATG1	852695	0.397629	0.345847	0.033518
YDR026C		PPH21	851421	0.211848	0.268857	0.03352
ROX1	856178	REI1	852569	2.888478	3.008111	0.033527
CIN5	854193	RTG1	854087	1.655576	1.597731	0.033527
RPI1	854687	SPT2	856908	0.138746	0.195793	0.033543
FIG4	855392	SAK1	856866	0.632146	0.577512	0.033547
SPT23	853848	PDR3	852278	0.098324	0.048213	0.033572
ARG80	855059	PBS2	853313	0.70893	0.653347	0.033581
SFL1	854307	SNF1	852088	1.275225	1.217283	0.033585
CTK1	853718	HAL5	853274	0.909224	0.853631	0.033588
HAL9	854064	HAP2	852614	0.165925	0.223095	0.033618
ARG80	855059	YBL054W		0.719608	0.663965	0.033619
SIP4	853356	YER130C		0.691058	0.635394	0.033632
CUP9	855926	TEA1	854515	0.733387	0.804401	0.033643
TEA1	854515	HIR3	853605	0.659784	0.604099	0.033645
ADR1	851802	PSK1	851216	0.348275	0.296302	0.033646
MET28	854834	GAL3	851572	0.40439	0.464016	0.033649
CLA4	855418	MOT3	855092	2.807378	2.927574	0.03369
YPR022C		KCS1	851580	0.173215	0.122896	0.033716
GAT4	854830	YBR028C		0.617368	0.562453	0.033726
DMA1	856515	YDR266C		0.282096	0.339443	0.033726
RCK2	850950	PGD1	852860	0.097508	0.047138	0.033752
ELP3	856019	CMK2	854144	0.912957	0.857095	0.033756
KKQ8	853686	KIN1	851700	1.160052	1.25107	0.033761
LCB4	854342	GCN2	851877	0.705417	0.649545	0.033762
RDS2	855970	IRE1	856478	0.079043	0.131453	0.033785
MOT3	855092	SOK2	855030	0.739925	0.684014	0.033787
CMP2	854946	CHK1	852577	0.073591	0.023163	0.033792
YNL217W	855504	REI1	852569	0.169462	0.119014	0.033806
RDS2	855970	YRR1	854333	0.583236	0.530991	0.033829
SET2	853271	SET1	856519	0.609707	0.554628	0.03383
RSC2	851071	ACA1	856769	2.264274	2.3744	0.033839
JHD1	856777	PKH3	852077	0.061542	0.011046	0.033839
CKI1	850824	HAP2	852614	0.398295	0.458274	0.033855
ECM22	850928	YBR028C		0.052373	0.001841	0.033864
OTU1	850500	GLO3	856859	0.846543	0.790496	0.033872
MIG2	852663	UPC2	851799	0.240358	0.29795	0.033875
MAC1	855035	CLN3	851191	0.140648	0.0901	0.033875
SET2	853271	RPH1	856916	0.624822	0.569672	0.033876
MMS1	856293	GAT2	855167	0.619836	0.564676	0.033882
ISR1	856221	JHD1	856777	0.342821	0.290485	0.03389
CTF8	856598	PPH21	851421	0.027331	0.023264	0.033908
SCY1	852797	CYC8	852410	0.265742	0.32343	0.033934
YCK2	855568	VHS1	851834	0.121129	0.070494	0.033936
PTK1	853635	MGA1	853164	0.310276	0.370444	0.033966
CNA1	851153	RME1	852935	0.466603	0.414151	0.033968
CMP2	854946	IRE1	856478	1.014382	1.099562	0.033988
SET2	853271	FAB1	850574	0.114176	0.171979	0.034004
ASF1	853327	YIL042C		0.181701	0.130963	0.034007
RAD53	855950	CUP2	852710	0.590365	0.658235	0.034026
YGL059W		PTC3	852224	0.016601	0.063927	0.034034
RGM1	855220	DAT1	854927	0.080904	0.030127	0.034034
PPQ1	855923	SWI6	850879	1.030641	1.117566	0.034048
MEC1	852433	NRG2	852358	0.299995	0.36031	0.034052
ACE2	850822	ASK10	852989	0.148722	0.206629	0.034067
KNS1	850641	RXT2	852392	0.390299	0.450661	0.034079
AHC1	854188	TPK1	853275	1.420432	1.513577	0.034083
DMA2	855607	GLO3	856859	0.146256	0.204206	0.034094
RSC2	851071	SNF1	852088	1.601853	1.696637	0.034096
INO4	854042	SWI4	856847	1.945924	1.870745	0.034101
WTM2	854404	OAF1	851247	0.144644	0.202614	0.034106
MSS11	855200	RCK1	852719	0.800039	0.743599	0.034118
VPS75	855475	SSK22	850436	0.09565	0.153649	0.034124
PKH2	854053	HOT1	855208	0.419459	0.479908	0.03413
RXT2	852392	PSY4	852234	0.034021	0.016953	0.034171
CMK2	854144	YIL042C		1.019319	1.10655	0.034173
SET2	853271	SPT2	856908	0.439127	0.386355	0.034183
OPI1	856366	SSK22	850436	0.693674	0.637092	0.034207
YPK2	855130	BDF1	851115	0.511156	0.574843	0.034211
ARR1	856329	YAP7	854129	0.276624	0.22559	0.034213
YPL230W		KIN4	854408	0.471315	0.53501	0.034216
SKM1	854036	MAL33	852600	0.067423	0.119862	0.034218
MBF1	854474	DMA2	855607	0.529085	0.476211	0.034251
UGA3	851384	YBL054W		0.167626	0.116535	0.034253
YPR022C		ARG82	851753	0.699784	0.643121	0.034258
MOT3	855092	PTK2	853522	0.846456	0.922023	0.034258
HAT1	856106	KKQ8	853686	0.022818	0.024815	0.034263
LEU3	851172	SER2	853122	0.053567	0.002455	0.034267
MSN4	853803	MTH1	851870	0.074237	0.023107	0.03428
CLB2	856236	SOK2	855030	0.084751	0.033614	0.034285
TOR1	853529	YFL052W		0.102223	0.051072	0.034295
ASF1	853327	PTP1	851368	0.670438	0.613699	0.034306
ARG81	854874	TWF1	852971	1.127662	1.068508	0.034314
ADR1	851802	PSY4	852234	0.234427	0.292739	0.034315
PUT3	853854	CHK1	852577	1.354164	1.294966	0.03434
MAL13	853205	CHK1	852577	0.293954	0.242685	0.034377
PSY2	855520	CMP2	854946	0.329695	0.278395	0.034398
YNL217W	855504	CDC28	852457	1.090921	1.031624	0.0344
GCR2	855522	MBP1	851503	1.149302	1.241993	0.034405
SKS1	856081	BYE1	853865	0.716575	0.789144	0.034408
SPT2	856908	NRG2	852358	1.683767	1.779411	0.034417
CLB2	856236	RAD51	856831	0.275038	0.333525	0.034421
PSY2	855520	PLM2	852112	0.511659	0.458524	0.034427
PRR1	853744	DIA3	851537	0.187158	0.135809	0.034432
DBF20	856227	RXT2	852392	0.277549	0.336064	0.034439
STB1	855407	DAL81	854841	0.231133	0.17973	0.03447
YKL222C	853658	FMP48	852943	0.556552	0.503325	0.034489
CKB2	854204	SPS18	855517	0.526248	0.590438	0.034492
TOS8	852783	PTC1	851558	1.295423	1.23594	0.034512
CMK2	854144	MSN4	853803	0.999425	0.942314	0.034539
RSC2	851071	KCC4	850334	2.70954	2.832675	0.034545
STB2	855075	SLT2	856425	0.344841	0.406008	0.034551
HOT1	855208	RAD9	851803	0.465571	0.529869	0.034552
RAD53	855950	STB1	855407	0.027642	0.079871	0.034565
PPT1	853023	RPH1	856916	0.395861	0.457054	0.034566
SKS1	856081	RPI1	854687	0.145538	0.204278	0.034576
